#NET=AH,STA=ANQ,MINCC=0.80,XYFILE=AH.ANQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|BYT|115|-35.68|6.18|-36.06|3.19|2012-03-20T17:56:00Z|2013-05-14T00:32:00Z
GS|BYT|31|-1.99|3.89|-2.38|2.34|2013-05-15T03:36:00Z|2013-09-02T04:30:00Z
GS|BYT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=CXT,MINCC=0.80,XYFILE=GS.CXT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|CXT|331|-4.05|7.86|-4.15|4.42|2008-06-10T04:13:00Z|2012-12-07T08:18:00Z
GS|CXT|1|-50.48|NA|-50.48|0.00|2013-02-06T01:12:00Z|2013-02-06T01:12:00Z
GS|CXT|5|-36.95|18.91|-41.81|13.40|2013-02-07T00:30:00Z|2013-04-01T18:53:00Z
GS|CXT|5|17.51|32.32|0.58|9.62|2013-04-02T02:08:00Z|2013-04-17T03:15:00Z
GS|CXT|1|3.39|NA|3.39|0.00|2013-04-23T23:14:00Z|2013-04-23T23:14:00Z
GS|CXT|27|1.42|4.45|1.24|5.04|2013-05-11T02:08:00Z|2013-09-02T04:30:00Z
GS|CXT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=DBT,MINCC=0.80,XYFILE=GS.DBT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|DBT|31|8.05|17.98|5.27|8.17|2007-08-01T17:08:00Z|2008-04-09T11:23:00Z
GS|DBT|1|10.93|NA|10.93|0.00|2008-04-09T12:46:00Z|2008-04-09T12:46:00Z
GS|DBT|150|6.35|10.29|7.04|10.27|2008-04-11T17:45:00Z|2009-10-12T09:37:00Z
GS|DBT|135|10.10|11.00|11.56|8.94|2009-10-13T10:15:00Z|2011-01-05T06:46:00Z
GS|DBT|1|22.15|NA|22.15|0.00|2011-01-09T10:03:00Z|2011-01-09T10:03:00Z
GS|DBT|299|8.58|8.76|8.39|8.95|2011-01-09T17:21:00Z|2013-09-04T00:18:00Z
GS|DBT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=DHT,MINCC=0.80,XYFILE=GS.DHT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|DHT|57|-1.99|23.95|-5.19|8.17|2007-08-02T02:37:00Z|2008-05-29T15:46:00Z
GS|DHT|2|-31.44|38.84|-31.44|40.72|2008-05-31T04:37:00Z|2008-06-01T01:57:00Z
GS|DHT|351|-5.31|10.13|-4.68|5.96|2008-06-03T16:20:00Z|2012-04-15T05:57:00Z
GS|DHT|4|2.76|38.57|-4.07|26.26|2012-04-17T07:13:00Z|2012-04-24T14:57:00Z
GS|DHT|2|33.27|58.51|33.27|61.34|2012-04-26T19:21:00Z|2012-04-29T08:09:00Z
GS|DHT|85|-2.88|9.05|-2.97|6.40|2012-04-30T08:00:00Z|2013-09-04T00:18:00Z
GS|DHT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=GTA,MINCC=0.80,XYFILE=GS.GTA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|GTA|49|-0.72|5.80|-2.05|3.01|2007-08-01T17:08:00Z|2007-12-03T21:52:00Z
GS|GTA|4|-20.06|43.06|-3.40|11.59|2007-12-22T07:11:00Z|2008-03-03T02:37:00Z
GS|GTA|1|1.14|NA|1.14|0.00|2008-03-03T09:31:00Z|2008-03-03T09:31:00Z
GS|GTA|382|0.35|4.89|0.38|3.11|2008-03-06T01:21:00Z|2011-06-27T23:27:00Z
GS|GTA|1|-5.75|NA|-5.75|0.00|2011-06-28T06:48:00Z|2011-06-28T06:48:00Z
GS|GTA|192|1.26|4.02|1.34|3.06|2011-07-06T15:14:00Z|2013-09-04T00:18:00Z
GS|GTA||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=HCH,MINCC=0.80,XYFILE=GS.HCH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HCH|191|9.67|4.28|10.09|2.89|2007-08-15T20:22:00Z|2010-06-28T18:19:00Z
GS|HCH|3|5.39|5.91|7.34|4.06|2010-06-30T04:31:00Z|2010-07-02T06:04:00Z
GS|HCH|169|10.18|8.11|10.94|3.34|2010-07-07T06:50:00Z|2012-12-10T16:53:00Z
GS|HCH|1|13.66|NA|13.66|0.00|2012-12-13T23:03:00Z|2012-12-13T23:03:00Z
GS|HCH|24|9.48|3.28|9.79|2.74|2012-12-15T04:49:00Z|2013-05-14T00:32:00Z
GS|HCH|29|-0.97|3.99|-0.34|3.16|2013-05-17T06:43:00Z|2013-09-02T04:30:00Z
GS|HCH||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=HJT,MINCC=0.80,XYFILE=GS.HJT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HJT|118|9.38|12.20|12.62|10.64|2007-08-01T17:08:00Z|2009-11-10T02:48:00Z
GS|HJT|1|79.48|NA|79.48|0.00|2010-03-13T12:46:00Z|2010-03-13T12:46:00Z
GS|HJT|1|31.49|NA|31.49|0.00|2010-06-24T05:32:00Z|2010-06-24T05:32:00Z
GS|HJT|122|15.66|10.63|12.95|8.42|2010-06-26T05:30:00Z|2011-06-13T14:31:00Z
GS|HJT|166|33.39|11.36|33.59|11.06|2011-06-14T13:06:00Z|2013-05-24T05:44:00Z
GS|HJT|27|2.71|11.41|5.87|8.51|2013-05-24T14:56:00Z|2013-09-04T00:18:00Z
GS|HJT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=HNT,MINCC=0.80,XYFILE=GS.HNT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HNT|37|4.12|13.57|1.58|4.02|2007-08-01T17:08:00Z|2008-02-20T18:27:00Z
GS|HNT|1|-7.88|NA|-7.88|0.00|2008-02-21T23:55:00Z|2008-02-21T23:55:00Z
GS|HNT|167|1.01|5.82|0.69|4.03|2008-03-29T17:30:00Z|2010-05-05T16:29:00Z
GS|HNT|1|1.99|NA|1.99|0.00|2010-05-08T03:22:00Z|2010-05-08T03:22:00Z
GS|HNT|251|2.55|4.29|2.22|3.50|2010-05-09T05:59:00Z|2013-09-02T04:30:00Z
GS|HNT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=HXP,MINCC=0.80,XYFILE=GS.HXP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HXP|114|4.00|7.26|3.56|6.53|2007-08-01T17:08:00Z|2008-09-12T23:07:00Z
GS|HXP|1|-2.11|NA|-2.11|0.00|2008-09-26T18:46:00Z|2008-09-26T18:46:00Z
GS|HXP|552|3.27|6.28|3.85|6.10|2008-09-27T03:04:00Z|2013-09-04T00:18:00Z
GS|HXP||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=HXT,MINCC=0.80,XYFILE=GS.HXT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HXT|8|-47.07|25.55|-53.04|3.65|2007-09-13T03:35:00Z|2008-03-15T14:43:00Z
GS|HXT|1|-63.82|NA|-63.82|0.00|2008-03-20T14:10:00Z|2008-03-20T14:10:00Z
GS|HXT|89|-63.49|9.24|-62.77|6.15|2008-03-29T17:30:00Z|2009-10-04T10:58:00Z
GS|HXT|8|-68.40|20.81|-65.87|28.59|2009-10-13T05:37:00Z|2010-07-30T03:56:00Z
GS|HXT|167|-45.92|7.28|-46.36|5.16|2010-08-03T12:08:00Z|2013-05-11T02:08:00Z
GS|HXT|21|-0.93|4.15|-1.39|2.99|2013-05-14T00:32:00Z|2013-09-02T04:30:00Z
GS|HXT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=HYS,MINCC=0.80,XYFILE=GS.HYS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HYS|235|7.30|7.63|5.71|4.98|2007-08-01T17:08:00Z|2011-03-11T06:25:00Z
GS|HYS|2|-21.01|79.71|-21.01|83.56|2011-03-11T06:29:00Z|2011-03-11T10:10:00Z
GS|HYS|1|39.44|NA|39.44|0.00|2011-03-14T01:02:00Z|2011-03-14T01:02:00Z
GS|HYS|1|2.09|NA|2.09|0.00|2011-03-14T06:12:00Z|2011-03-14T06:12:00Z
GS|HYS|145|7.62|7.74|6.18|5.83|2011-03-15T15:23:00Z|2013-03-01T12:53:00Z
GS|HYS|32|1.73|5.24|-0.10|3.28|2013-03-09T14:56:00Z|2013-09-04T00:18:00Z
GS|HYS||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=HZT,MINCC=0.80,XYFILE=GS.HZT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|HZT|426|-4.34|8.66|-3.29|4.27|2007-08-01T17:08:00Z|2011-08-21T13:04:00Z
GS|HZT|1|-2.14|NA|-2.14|0.00|2011-08-22T11:23:00Z|2011-08-22T11:23:00Z
GS|HZT|159|-5.97|8.44|-3.89|4.52|2011-08-22T20:12:00Z|2013-03-24T08:13:00Z
GS|HZT|1|-2.16|NA|-2.16|0.00|2013-04-01T18:53:00Z|2013-04-01T18:53:00Z
GS|HZT|45|-4.60|6.66|-3.26|4.74|2013-04-02T02:08:00Z|2013-09-04T00:18:00Z
GS|HZT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=JFS,MINCC=0.80,XYFILE=GS.JFS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|JFS|329|13.06|12.93|12.02|9.89|2007-08-28T01:16:00Z|2012-02-02T13:34:00Z
GS|JFS|1|-34.84|NA|-34.84|0.00|2012-02-06T03:49:00Z|2012-02-06T03:49:00Z
GS|JFS|2|16.96|64.53|16.96|67.65|2012-02-06T10:10:00Z|2012-03-14T09:08:00Z
GS|JFS|1|-55.53|NA|-55.53|0.00|2012-03-21T22:15:00Z|2012-03-21T22:15:00Z
GS|JFS|1|22.11|NA|22.11|0.00|2012-04-15T05:57:00Z|2012-04-15T05:57:00Z
GS|JFS|105|9.79|14.80|9.42|10.17|2012-04-17T07:13:00Z|2013-09-04T00:18:00Z
GS|JFS||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=JNT,MINCC=0.80,XYFILE=GS.JNT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|JNT|52|-86.97|10.01|-85.65|3.11|2007-08-01T17:08:00Z|2007-12-28T04:11:00Z
GS|JNT|4|-42.86|28.91|-29.52|3.12|2008-02-25T08:36:00Z|2008-03-29T17:30:00Z
GS|JNT|148|-87.55|8.14|-88.00|4.96|2008-04-02T08:48:00Z|2009-08-16T07:38:00Z
GS|JNT|1|-95.15|NA|-95.15|0.00|2009-08-16T12:49:00Z|2009-08-16T12:49:00Z
GS|JNT|303|-88.49|9.16|-87.90|5.14|2009-08-18T17:50:00Z|2013-08-04T15:56:00Z
GS|JNT|5|0.95|4.79|2.20|7.16|2013-08-12T00:53:00Z|2013-09-02T04:30:00Z
GS|JNT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=JTA,MINCC=0.80,XYFILE=GS.JTA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|JTA|123|2.83|7.40|2.02|4.64|2007-08-01T17:08:00Z|2009-04-19T05:23:00Z
GS|JTA|1|0.80|NA|0.80|0.00|2009-05-12T01:26:00Z|2009-05-12T01:26:00Z
GS|JTA|383|1.71|5.72|1.67|4.42|2009-05-12T03:30:00Z|2013-02-06T01:23:00Z
GS|JTA|2|29.00|27.52|29.00|28.85|2013-02-07T18:59:00Z|2013-02-23T11:09:00Z
GS|JTA|48|1.90|3.66|2.15|3.56|2013-03-13T03:12:00Z|2013-09-02T04:30:00Z
GS|JTA||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=JYG,MINCC=0.80,XYFILE=GS.JYG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|JYG|16|24.60|21.29|28.86|30.90|2007-08-02T02:37:00Z|2008-05-07T16:02:00Z
GS|JYG|2|36.83|44.06|36.83|46.19|2008-05-08T23:21:00Z|2008-05-20T13:53:00Z
GS|JYG|2|36.00|70.11|36.00|73.50|2008-05-25T19:18:00Z|2008-05-30T07:25:00Z
GS|JYG|1|49.47|NA|49.47|0.00|2008-06-04T17:03:00Z|2008-06-04T17:03:00Z
GS|JYG|3|24.58|32.85|6.94|3.87|2008-07-05T02:12:00Z|2008-11-03T19:21:00Z
GS|JYG|474|9.43|8.59|8.74|7.42|2008-11-07T07:19:00Z|2013-09-04T00:18:00Z
GS|JYG||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=LTT,MINCC=0.80,XYFILE=GS.LTT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|LTT|13|9.23|27.37|8.17|6.88|2007-08-01T17:08:00Z|2008-04-09T11:23:00Z
GS|LTT|1|9.02|NA|9.02|0.00|2008-04-09T12:46:00Z|2008-04-09T12:46:00Z
GS|LTT|304|9.05|8.65|9.55|9.19|2008-04-11T17:45:00Z|2011-03-10T17:08:00Z
GS|LTT|1|4.31|NA|4.31|0.00|2011-03-11T05:46:00Z|2011-03-11T05:46:00Z
GS|LTT|57|1.77|7.11|1.12|5.97|2011-03-12T12:53:00Z|2011-07-11T20:47:00Z
GS|LTT|189|7.30|8.72|7.78|9.37|2011-07-20T22:04:00Z|2013-09-04T00:18:00Z
GS|LTT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=LXA,MINCC=0.80,XYFILE=GS.LXA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|LXA|64|1.41|10.99|2.83|2.29|2007-08-01T17:08:00Z|2008-04-19T10:21:00Z
GS|LXA|1|4.90|NA|4.90|0.00|2008-04-20T13:01:00Z|2008-04-20T13:01:00Z
GS|LXA|142|2.67|8.18|2.29|2.95|2008-04-28T18:33:00Z|2010-10-31T16:38:00Z
GS|LXA|3|82.16|17.97|92.27|0.79|2010-11-03T11:18:00Z|2010-12-23T14:00:00Z
GS|LXA|299|61.63|6.51|61.39|3.02|2010-12-25T13:16:00Z|2013-07-26T07:07:00Z
GS|LXA|0|NA|NA|NA|NA|NA|2013-07-26T07:07:00Z
GS|LXA||||||2013-07-26T07:07:00Z|NULL
#NET=GS,STA=LYT,MINCC=0.80,XYFILE=GS.LYT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|LYT|63|-7.31|12.49|-8.10|7.06|2007-08-01T08:16:00Z|2008-07-15T03:26:00Z
GS|LYT|1|-7.74|NA|-7.74|0.00|2008-07-19T02:39:00Z|2008-07-19T02:39:00Z
GS|LYT|210|-9.59|9.64|-10.73|7.34|2008-07-19T09:27:00Z|2011-03-12T01:47:00Z
GS|LYT|1|-2.77|NA|-2.77|0.00|2011-03-12T12:53:00Z|2011-03-12T12:53:00Z
GS|LYT|279|-5.77|5.32|-6.31|4.40|2011-03-12T17:19:00Z|2013-09-04T00:18:00Z
GS|LYT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=LZH,MINCC=0.80,XYFILE=GS.LZH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|LZH|8|-7.31|20.24|-4.23|11.10|2007-08-15T20:22:00Z|2007-10-04T12:40:00Z
GS|LZH|1|-7.66|NA|-7.66|0.00|2007-10-23T19:56:00Z|2007-10-23T19:56:00Z
GS|LZH|3|-22.86|34.35|-5.48|7.13|2007-11-10T23:19:00Z|2007-12-19T09:35:00Z
GS|LZH|1|14.99|NA|14.99|0.00|2008-01-20T20:26:00Z|2008-01-20T20:26:00Z
GS|LZH|2|5.63|13.48|5.63|14.13|2008-02-14T10:09:00Z|2008-02-21T23:55:00Z
GS|LZH|565|-3.48|5.48|-3.35|4.23|2008-02-25T08:36:00Z|2013-09-04T00:18:00Z
GS|LZH||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=MQT,MINCC=0.80,XYFILE=GS.MQT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|MQT|54|-1.56|9.44|-0.43|3.02|2007-08-01T17:08:00Z|2008-04-19T10:21:00Z
GS|MQT|1|0.78|NA|0.78|0.00|2008-04-28T18:33:00Z|2008-04-28T18:33:00Z
GS|MQT|61|-2.80|10.73|-1.22|4.20|2008-04-28T20:26:00Z|2008-11-16T18:20:00Z
GS|MQT|1|9.48|NA|9.48|0.00|2008-11-17T12:55:00Z|2008-11-17T12:55:00Z
GS|MQT|366|-0.14|5.50|0.17|4.38|2008-11-21T07:05:00Z|2013-06-15T16:11:00Z
GS|MQT||||||2013-06-15T16:11:00Z|NULL
#NET=GS,STA=MXT,MINCC=0.80,XYFILE=GS.MXT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|MXT|281|6.61|5.97|6.38|5.86|2007-08-01T17:08:00Z|2010-12-21T17:19:00Z
GS|MXT|270|4.61|5.70|4.02|4.29|2010-12-22T21:49:00Z|2013-09-02T04:30:00Z
GS|MXT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=NXT,MINCC=0.80,XYFILE=GS.NXT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|NXT|199|-28.46|23.40|-27.68|8.55|2008-06-23T12:32:00Z|2013-06-13T16:47:00Z
GS|NXT||||||2013-06-13T16:47:00Z|NULL
#NET=GS,STA=PLT,MINCC=0.80,XYFILE=GS.PLT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|PLT|350|9.89|10.71|12.80|6.60|2007-08-01T17:08:00Z|2011-11-30T19:42:00Z
GS|PLT|1|12.20|NA|12.20|0.00|2011-12-07T13:38:00Z|2011-12-07T13:38:00Z
GS|PLT|59|9.97|13.08|13.19|6.23|2011-12-13T07:52:00Z|2012-10-28T03:14:00Z
GS|PLT|1|-8.72|NA|-8.72|0.00|2012-10-28T18:54:00Z|2012-10-28T18:54:00Z
GS|PLT|70|5.12|11.02|7.46|13.55|2012-10-30T02:48:00Z|2013-09-02T04:30:00Z
GS|PLT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=QTS,MINCC=0.80,XYFILE=GS.QTS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|QTS|222|5.00|9.28|5.69|8.18|2007-09-02T01:05:00Z|2011-03-12T13:15:00Z
GS|QTS|1|-8.70|NA|-8.70|0.00|2011-03-12T17:19:00Z|2011-03-12T17:19:00Z
GS|QTS|88|0.88|9.74|0.18|5.69|2011-03-13T01:26:00Z|2012-03-16T07:58:00Z
GS|QTS|1|12.55|NA|12.55|0.00|2012-03-20T17:56:00Z|2012-03-20T17:56:00Z
GS|QTS|99|3.69|8.28|2.30|9.25|2012-03-21T22:15:00Z|2013-09-04T00:18:00Z
GS|QTS||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=SBC,MINCC=0.80,XYFILE=GS.SBC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|SBC|61|15.16|14.70|12.05|7.29|2007-08-05T09:28:00Z|2008-08-07T18:30:00Z
GS|SBC|1|8.42|NA|8.42|0.00|2008-08-13T18:30:00Z|2008-08-13T18:30:00Z
GS|SBC|46|10.03|15.50|10.91|7.27|2008-08-30T06:54:00Z|2009-05-12T12:38:00Z
GS|SBC|1|1.55|NA|1.55|0.00|2009-05-16T18:22:00Z|2009-05-16T18:22:00Z
GS|SBC|318|13.11|11.14|15.06|8.15|2009-05-19T17:35:00Z|2013-09-04T00:18:00Z
GS|SBC||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=SDT,MINCC=0.80,XYFILE=GS.SDT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|SDT|198|3.09|4.48|3.18|3.45|2007-08-01T17:08:00Z|2009-11-03T05:25:00Z
GS|SDT|1|1.59|NA|1.59|0.00|2009-11-05T07:12:00Z|2009-11-05T07:12:00Z
GS|SDT|105|3.79|5.72|3.69|4.05|2009-11-08T19:41:00Z|2011-01-15T11:23:00Z
GS|SDT|1|2.41|NA|2.41|0.00|2011-01-17T19:20:00Z|2011-01-17T19:20:00Z
GS|SDT|244|3.71|3.98|3.41|2.92|2011-01-18T11:33:00Z|2013-05-21T01:55:00Z
GS|SDT|18|-1.04|3.29|-1.29|1.93|2013-05-24T05:44:00Z|2013-09-04T00:18:00Z
GS|SDT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=SGS,MINCC=0.80,XYFILE=GS.SGS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|SGS|3|-31.52|39.21|-20.49|31.86|2007-09-19T07:27:00Z|2008-03-29T17:30:00Z
GS|SGS|2|-38.11|52.69|-38.11|55.24|2008-04-20T13:01:00Z|2008-07-14T04:44:00Z
GS|SGS|325|2.62|5.76|3.05|4.95|2008-07-19T02:39:00Z|2012-04-21T01:16:00Z
GS|SGS|6|-16.04|29.66|-4.65|10.83|2012-04-24T14:57:00Z|2012-05-07T04:40:00Z
GS|SGS|1|7.44|NA|7.44|0.00|2012-05-16T00:59:00Z|2012-05-16T00:59:00Z
GS|SGS|92|2.79|6.39|2.93|5.58|2012-05-19T19:05:00Z|2013-09-04T00:18:00Z
GS|SGS||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=SGT,MINCC=0.80,XYFILE=GS.SGT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|SGT|469|3.25|7.56|4.31|7.35|2007-08-01T17:08:00Z|2013-09-04T00:18:00Z
GS|SGT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=SNT,MINCC=0.80,XYFILE=GS.SNT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|SNT|319|13.94|10.31|14.51|11.58|2007-08-01T17:08:00Z|2010-11-10T04:05:00Z
GS|SNT|2|5.38|34.95|5.38|36.64|2010-11-26T12:33:00Z|2010-11-26T17:36:00Z
GS|SNT|265|10.52|12.21|9.38|10.85|2010-11-30T03:24:00Z|2013-02-16T04:37:00Z
GS|SNT|1|18.83|NA|18.83|0.00|2013-02-23T08:59:00Z|2013-02-23T08:59:00Z
GS|SNT|46|7.38|10.95|7.04|8.58|2013-02-23T14:31:00Z|2013-09-04T00:18:00Z
GS|SNT||||||2013-09-04T00:18:00Z|NULL
#NET=GS,STA=TSS,MINCC=0.80,XYFILE=GS.TSS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|TSS|47|-2.68|6.69|-1.96|2.99|2007-08-01T17:08:00Z|2008-01-20T20:26:00Z
GS|TSS|1|-2.44|NA|-2.44|0.00|2008-02-20T08:08:00Z|2008-02-20T08:08:00Z
GS|TSS|4|-4.96|20.37|-0.26|11.22|2008-02-24T14:46:00Z|2008-03-06T01:21:00Z
GS|TSS|2|-24.73|31.66|-24.73|33.19|2008-03-24T07:02:00Z|2008-03-29T17:30:00Z
GS|TSS|476|-2.39|4.29|-2.24|3.25|2008-04-02T08:48:00Z|2013-06-15T16:11:00Z
GS|TSS||||||2013-06-15T16:11:00Z|NULL
#NET=GS,STA=WDT,MINCC=0.80,XYFILE=GS.WDT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|WDT|89|-4.97|5.19|-4.54|3.99|2007-08-01T17:08:00Z|2008-08-27T21:52:00Z
GS|WDT|239|-21.79|5.32|-21.47|3.90|2008-08-30T06:54:00Z|2011-03-11T17:17:00Z
GS|WDT|1|18.54|NA|18.54|0.00|2011-03-12T01:47:00Z|2011-03-12T01:47:00Z
GS|WDT|1|-13.12|NA|-13.12|0.00|2011-03-12T12:53:00Z|2011-03-12T12:53:00Z
GS|WDT|260|-21.63|5.17|-21.62|4.14|2011-03-12T17:19:00Z|2013-06-27T08:38:00Z
GS|WDT|13|-5.45|3.86|-4.79|3.90|2013-07-04T17:16:00Z|2013-09-02T04:30:00Z
GS|WDT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=WSH,MINCC=0.80,XYFILE=GS.WSH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|WSH|2|9.73|18.30|9.73|19.18|2007-08-17T02:16:00Z|2007-09-03T16:14:00Z
GS|WSH|175|-0.04|8.19|0.52|5.50|2007-09-12T11:10:00Z|2010-03-13T02:53:00Z
GS|WSH|1|1.24|NA|1.24|0.00|2010-03-20T14:00:00Z|2010-03-20T14:00:00Z
GS|WSH|160|-0.69|8.84|-0.49|4.57|2010-04-06T22:15:00Z|2011-07-09T05:51:00Z
GS|WSH|1|-3.74|NA|-3.74|0.00|2011-07-10T00:57:00Z|2011-07-10T00:57:00Z
GS|WSH|163|0.98|6.05|1.65|5.56|2011-07-25T00:50:00Z|2013-09-02T04:30:00Z
GS|WSH||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=WXT,MINCC=0.80,XYFILE=GS.WXT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|WXT|28|0.02|11.98|1.92|8.82|2007-08-01T17:08:00Z|2007-10-13T17:45:00Z
GS|WXT|1|-2.01|NA|-2.01|0.00|2007-10-21T10:24:00Z|2007-10-21T10:24:00Z
GS|WXT|5|11.56|16.56|10.06|14.77|2007-10-21T14:24:00Z|2007-10-31T03:30:00Z
GS|WXT|342|-0.21|6.56|-0.06|5.70|2007-10-31T13:44:00Z|2011-03-17T18:55:00Z
GS|WXT|1|-4.17|NA|-4.17|0.00|2011-03-19T01:22:00Z|2011-03-19T01:22:00Z
GS|WXT|259|-0.97|6.11|-1.18|5.62|2011-03-20T12:03:00Z|2013-09-01T11:52:00Z
GS|WXT||||||2013-09-01T11:52:00Z|NULL
#NET=GS,STA=WYT,MINCC=0.80,XYFILE=GS.WYT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
GS|WYT|41|5.09|11.66|3.55|4.18|2007-08-01T17:08:00Z|2008-02-07T20:58:00Z
GS|WYT|1|2.53|NA|2.53|0.00|2008-02-25T08:36:00Z|2008-02-25T08:36:00Z
GS|WYT|13|-0.48|20.68|4.39|3.47|2008-02-25T21:02:00Z|2008-04-19T10:21:00Z
GS|WYT|1|5.43|NA|5.43|0.00|2008-04-20T13:01:00Z|2008-04-20T13:01:00Z
GS|WYT|410|1.32|8.14|2.23|5.34|2008-04-28T18:33:00Z|2013-08-04T15:56:00Z
GS|WYT|7|-55.84|4.53|-57.20|3.75|2013-08-06T10:41:00Z|2013-09-02T04:30:00Z
GS|WYT||||||2013-09-02T04:30:00Z|NULL
#NET=GS,STA=YDT,MINCC=0.80,XYFILE=GS.YDT.XY
